texte,domaine,priorite
un individu a un fusil.,POLICE,Haute
mon clavier marche plus,MATÉRIEL,Basse
le réseau a fondu,INFRA,Haute
le routeur affiche une erreur 500,INFRA,Haute
le vpn est bloqué,ACCÈS,Moyenne
la forêt fuit du gaz je suis en danger,POMPIER,Haute
je très mal au dos vite,MÉDICAL,Moyenne
le vpn est verrouillé,ACCÈS,Moyenne
mon collègue a cassé mon bras,MÉDICAL,Moyenne
des gens me suit dans la rue aidez-moi,POLICE,Moyenne
le toit est en train de s'écrouler je suis en danger,POMPIER,Moyenne
mon ami a le nez cassé.,MÉDICAL,Moyenne
l'hyperviseur affiche une erreur 500,INFRA,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
un batiment est en train de s'écrouler je suis en danger,POMPIER,Moyenne
un tueur essaie de rentrer de force aidez-moi,POLICE,Moyenne
ma femme a très mal au dos je suis en danger,MÉDICAL,Moyenne
quelqu'un me frappe au visage vite,POLICE,Haute
une usine menace de s'écrouler,POMPIER,Moyenne
le réseau ne répond plus,INFRA,Haute
mon mot de passe ne marche plus,ACCÈS,Moyenne
je très mal au dos!,MÉDICAL,Moyenne
mon ami a très mal au dos,MÉDICAL,Moyenne
ma femme a très mal au dos aidez-moi,MÉDICAL,Moyenne
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
mon ami a cassé mon bras,MÉDICAL,Moyenne
mon collègue a perdu ma jambe.,MÉDICAL,Haute
une centrale nucléaire est en train de s'écrouler!,POMPIER,Moyenne
j'ai du mal à respirer ma vie est en danger,MÉDICAL,Haute
un immeuble est en train de s'écrouler aidez-moi,POMPIER,Moyenne
mon mot de passe est bloqué,ACCÈS,Moyenne
ma souris d'ordinateur est morte,MATÉRIEL,Basse
un individu m'a tiré dessus je suis en danger,POLICE,Haute
le réseau a fondu,INFRA,Haute
mon authentification est bloqué,ACCÈS,Moyenne
le routeur a fondu,INFRA,Haute
mon compte affiche une erreur,ACCÈS,Moyenne
le serveur est tombé,INFRA,Haute
le parking fuit du gaz je suis en danger,POMPIER,Haute
un fou a un fusil vite,POLICE,Haute
j'ai du sang,MÉDICAL,Moyenne
un batiment a pris feu vite,POMPIER,Haute
j'ai cassé mon bras.,MÉDICAL,Moyenne
le serveur affiche une erreur 500,INFRA,Haute
au secours on me tire dessus,POLICE,Haute
mon pc clignote sans arrêt,MATÉRIEL,Basse
un entrepot est en train de s'écrouler!,POMPIER,Moyenne
le serveur affiche une erreur 500,INFRA,Haute
ma femme a perdu un oeil je suis en danger,MÉDICAL,Haute
un entrepot est en feu,POMPIER,Haute
j'ai cassé mon bras je suis en danger,MÉDICAL,Moyenne
un homme me menace avec une arme,POLICE,Haute
un entrepot fuit du gaz vite,POMPIER,Haute
mon compte tourne en boucle,ACCÈS,Moyenne
je perdu ma jambe,MÉDICAL,Haute
l'hyperviseur affiche une erreur 500,INFRA,Haute
mon téléphone ne s'allume pas,MATÉRIEL,Basse
un batiment vient de tomber,POMPIER,Haute
mon casque a un faux contact,MATÉRIEL,Basse
mon cœur me fait mal,MÉDICAL,Haute
une central nucléaire vient d'exploser,POMPIER,Haute
mon accès est expiré,ACCÈS,Moyenne
un gars a un fusil,POLICE,Haute
le toit vient d'exploser vite,POMPIER,Haute
mon fils a le nez cassé ma vie est en danger,MÉDICAL,Moyenne
mon pc marche plus,MATÉRIEL,Basse
le serveur ne répond plus,INFRA,Haute
mon téléphone a un faux contact,MATÉRIEL,Basse
quelqu'un me menace avec une arme ma vie est en danger,POLICE,Haute
un voleur essaie de rentrer de force vite,POLICE,Moyenne
le vpn ne marche plus,ACCÈS,Moyenne
le vpn est verrouillé,ACCÈS,Moyenne
il y a un braquage,POLICE,Haute
je une grosse hémorragie!,MÉDICAL,Haute
la forêt a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
des gens braque la banque je suis en danger,POLICE,Haute
un gars essaie de me tuer je suis en danger,POLICE,Haute
un fou a sorti une arme ma vie est en danger,POLICE,Haute
mon login est bloqué,ACCÈS,Moyenne
mon fils a une grosse hémorragie!,MÉDICAL,Haute
un fou tire sur la foule ma vie est en danger,POLICE,Haute
mon accès est expiré,ACCÈS,Moyenne
un voleur est entré par effraction je suis en danger,POLICE,Moyenne
mon écran ne répond plus,MATÉRIEL,Basse
le serveur a une latence énorme,INFRA,Haute
une usine vient d'exploser,POMPIER,Haute
ma souris est cassé,MATÉRIEL,Basse
j'ai avalé du poison je suis en danger,MÉDICAL,Haute
mon pc est mort,MATÉRIEL,Basse
un homme m'a tiré dessus ma vie est en danger,POLICE,Haute
une maison à exploser,POMPIER,Haute
une maison est en train de s'écrouler je suis en danger,POMPIER,Moyenne
le routeur a crashé,INFRA,Haute
mon casque est mort,MATÉRIEL,Basse
mon fils a très mal au dos,MÉDICAL,Moyenne
un entrepot est en train de s'écrouler aidez-moi,POMPIER,Moyenne
un immeuble est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
des gens rode autour de la maison.,POLICE,Moyenne
une maison à exploser,POMPIER,Haute
le vidéoprojecteur ne répond plus,MATÉRIEL,Basse
quelqu'un me menace avec une arme aidez-moi,POLICE,Haute
quelqu'un a le bras arraché je suis en danger,MÉDICAL,Haute
le datacenter ne répond plus,INFRA,Haute
mon cœur me fait mal,MÉDICAL,Haute
mon fils a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
mon authentification n'est pas reconnu,ACCÈS,Moyenne
mon collègue a très mal au ventre vite,MÉDICAL,Moyenne
un pont vient d'exploser,POMPIER,Haute
mon compte est verrouillé,ACCÈS,Moyenne
le wifi a une latence énorme,INFRA,Haute
des gens me suit dans la rue,POLICE,Moyenne
le parking a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
une voiture a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
mon téléphone a l'écran fissuré,MATÉRIEL,Basse
une centrale nucléaire a pris feu.,POMPIER,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
un homme rode autour de la maison.,POLICE,Moyenne
mon fils a le nez cassé!,MÉDICAL,Moyenne
je saigne du doigt,MÉDICAL,Basse
quelqu'un me frappe au visage,POLICE,Haute
le toit vient d'exploser,POMPIER,Haute
un fou braque la banque vite,POLICE,Haute
un inconnu est entré par effraction ma vie est en danger,POLICE,Moyenne
ma souris est bloqué,MATÉRIEL,Basse
mon coeur me fait mal,MÉDICAL,Haute
quelqu'un me suit dans la rue aidez-moi,POLICE,Moyenne
l'imprimante a l'écran fissuré,MATÉRIEL,Basse
je du mal à respirer vite,MÉDICAL,Haute
mon fils a cassé mon bras.,MÉDICAL,Moyenne
une usine brûle aidez-moi,POMPIER,Haute
un homme essaie de rentrer de force vite,POLICE,Moyenne
mon login est expiré,ACCÈS,Moyenne
une voiture est en feu ma vie est en danger,POMPIER,Haute
un homme me frappe au visage vite,POLICE,Haute
mon authentification est bloqué,ACCÈS,Moyenne
ma souris est cassé,MATÉRIEL,Basse
une usine menace de s'écrouler aidez-moi,POMPIER,Moyenne
j'ai du sang,MÉDICAL,Moyenne
ma session est bloqué,ACCÈS,Moyenne
je perdu un oeil vite,MÉDICAL,Haute
ma souris d'ordinateur est morte,MATÉRIEL,Basse
mon collègue a le nez cassé,MÉDICAL,Moyenne
un entrepot a été soufflé par une explosion,POMPIER,Haute
une centrale nucléaire brûle aidez-moi,POMPIER,Haute
un entrepot menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
la forêt menace de s'écrouler.,POMPIER,Moyenne
le wifi affiche une erreur 500,INFRA,Haute
il y a quelqu'un qui tire,POLICE,Haute
le parking menace de s'écrouler aidez-moi,POMPIER,Moyenne
l'hyperviseur a une latence énorme,INFRA,Haute
ma femme a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
j'ai une grosse hémorragie vite,MÉDICAL,Haute
un batiment est en feu.,POMPIER,Haute
quelqu'un a avalé du poison ma vie est en danger,MÉDICAL,Haute
mon ex est entré par effraction,POLICE,Moyenne
une usine s'est effondré!,POMPIER,Haute
l'imprimante ne s'allume pas,MATÉRIEL,Basse
la fibre a crashé,INFRA,Haute
un voleur veut me poignarder,POLICE,Haute
une voiture vient d'exploser aidez-moi,POMPIER,Haute
ma femme a cassé mon bras,MÉDICAL,Moyenne
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
un inconnu a un couteau,POLICE,Haute
le vpn a été piraté,ACCÈS,Moyenne
la forêt menace de s'écrouler!,POMPIER,Moyenne
quelqu'un a très mal au coeur aidez-moi,MÉDICAL,Haute
une maison est en train de s'écrouler je suis en danger,POMPIER,Moyenne
ma souris marche plus,MATÉRIEL,Basse
mon compte a été piraté,ACCÈS,Moyenne
une maison menace de s'écrouler aidez-moi,POMPIER,Moyenne
le toit vient d'exploser.,POMPIER,Haute
le réseau est en panne,INFRA,Haute
un tueur essaie de rentrer de force.,POLICE,Moyenne
mon ex braque la banque.,POLICE,Haute
un individu a un fusil aidez-moi,POLICE,Haute
un individu me frappe au visage!,POLICE,Haute
une centrale nucléaire brûle.,POMPIER,Haute
mon login ne marche plus,ACCÈS,Moyenne
il y a un gars qui m'a tirer dessus,POLICE,Haute
un inconnu braque la banque vite,POLICE,Haute
il y'a une aggression,POLICE,Haute
quelqu'un a le crâne ouvert vite,MÉDICAL,Haute
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
mon ex tire sur la foule je suis en danger,POLICE,Haute
il y a un tueur en série,POLICE,Haute
mon authentification est verrouillé,ACCÈS,Moyenne
mon écran clignote sans arrêt,MATÉRIEL,Basse
un pont menace de s'écrouler je suis en danger,POMPIER,Moyenne
mon collègue a le bras arraché,MÉDICAL,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
ma femme a avalé du poison!,MÉDICAL,Haute
mon fils a très mal au ventre vite,MÉDICAL,Moyenne
j'ai très mal au dos!,MÉDICAL,Moyenne
mon collègue a cassé mon bras,MÉDICAL,Moyenne
il y a un braquage,POLICE,Haute
le toit vient d'exploser!,POMPIER,Haute
mon ex essaie de rentrer de force.,POLICE,Moyenne
je une grosse hémorragie je suis en danger,MÉDICAL,Haute
mon compte me refuse l'accès,ACCÈS,Moyenne
mon fils a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
au secours on me tire dessus,POLICE,Haute
j'ai le nez cassé,MÉDICAL,Moyenne
le vpn ne marche plus,ACCÈS,Moyenne
un voleur est entré par effraction vite,POLICE,Moyenne
il y a un tueur en série,POLICE,Haute
mon compte n'est pas reconnu,ACCÈS,Moyenne
ma femme a avalé du poison vite,MÉDICAL,Haute
mon mot de passe affiche une erreur,ACCÈS,Moyenne
j'ai du sang,MÉDICAL,Moyenne
il y a un braquage,POLICE,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
un pont menace de s'écrouler vite,POMPIER,Moyenne
il y a du feu chez moi,POMPIER,Haute
mon compte est verrouillé,ACCÈS,Moyenne
le toit menace de s'écrouler!,POMPIER,Moyenne
ma souris d'ordinateur est morte,MATÉRIEL,Basse
mon login affiche une erreur,ACCÈS,Moyenne
quelqu'un a avalé du poison aidez-moi,MÉDICAL,Haute
j'ai très mal au coeur.,MÉDICAL,Haute
quelqu'un a du mal à respirer vite,MÉDICAL,Haute
mon accès tourne en boucle,ACCÈS,Moyenne
je très mal au ventre!,MÉDICAL,Moyenne
le vpn est verrouillé,ACCÈS,Moyenne
la base de données ne répond plus,INFRA,Haute
la base de données ne répond plus,INFRA,Haute
ma femme a le crâne ouvert.,MÉDICAL,Haute
le serveur ne répond plus,INFRA,Haute
le serveur a fondu,INFRA,Haute
un homme veut me poignarder je suis en danger,POLICE,Haute
un tueur est entré par effraction,POLICE,Moyenne
un voleur braque la banque!,POLICE,Haute
le parking est en train de s'écrouler.,POMPIER,Moyenne
un inconnu rode autour de la maison ma vie est en danger,POLICE,Moyenne
la webcam a l'écran fissuré,MATÉRIEL,Basse
un entrepot vient d'exploser vite,POMPIER,Haute
un immeuble est en feu.,POMPIER,Haute
une central nucléaire vient d'exploser,POMPIER,Haute
une centrale nucléaire a été soufflé par une explosion je suis en danger,POMPIER,Haute
j'ai très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
il y a quelqu'un qui tire,POLICE,Haute
il y a du feu chez moi,POMPIER,Haute
il y a quelqu'un qui tire,POLICE,Haute
une maison est en train de s'écrouler,POMPIER,Moyenne
une voiture est rempli de fumée,POMPIER,Haute
une voiture est en train de s'écrouler!,POMPIER,Moyenne
mon ex me frappe au visage ma vie est en danger,POLICE,Haute
il y a quelqu'un qui tire,POLICE,Haute
la forêt a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
un gars veut me poignarder aidez-moi,POLICE,Haute
quelqu'un est entré par effraction je suis en danger,POLICE,Moyenne
un tueur braque la banque.,POLICE,Haute
une centrale nucléaire est en train de s'écrouler.,POMPIER,Moyenne
un pont est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
le vidéoprojecteur fait un bruit bizarre,MATÉRIEL,Basse
je saigne,MÉDICAL,Moyenne
quelqu'un a cassé mon bras ma vie est en danger,MÉDICAL,Moyenne
je saigne,MÉDICAL,Moyenne
ma session est verrouillé,ACCÈS,Moyenne
des gens est entré par effraction,POLICE,Moyenne
le datacenter a crashé,INFRA,Haute
une maison est en train de s'écrouler aidez-moi,POMPIER,Moyenne
le toit s'est effondré je suis en danger,POMPIER,Haute
l'hyperviseur est en panne,INFRA,Haute
mon clavier ne répond plus,MATÉRIEL,Basse
mon collègue a très mal au ventre ma vie est en danger,MÉDICAL,Moyenne
mon cœur me fait mal,MÉDICAL,Haute
un tueur me suit dans la rue.,POLICE,Moyenne
je très mal au dos!,MÉDICAL,Moyenne
un inconnu est entré par effraction,POLICE,Moyenne
un inconnu me menace avec une arme!,POLICE,Haute
une usine est en train de s'écrouler,POMPIER,Moyenne
mon login affiche une erreur,ACCÈS,Moyenne
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
un entrepot menace de s'écrouler.,POMPIER,Moyenne
le routeur est en panne,INFRA,Haute
une usine menace de s'écrouler aidez-moi,POMPIER,Moyenne
ma session n'est pas reconnu,ACCÈS,Moyenne
le vidéoprojecteur ne s'allume pas,MATÉRIEL,Basse
mon coeur me fait mal,MÉDICAL,Haute
un immeuble a été soufflé par une explosion je suis en danger,POMPIER,Haute
je le nez cassé.,MÉDICAL,Moyenne
le toit a pris feu aidez-moi,POMPIER,Haute
mon fils a fait un malaise je suis en danger,MÉDICAL,Haute
un tueur essaie de me tuer aidez-moi,POLICE,Haute
la webcam ne s'allume pas,MATÉRIEL,Basse
le routeur est très lent,INFRA,Haute
mon accès me refuse l'accès,ACCÈS,Moyenne
j'ai très mal au dos vite,MÉDICAL,Moyenne
il y a un braquage,POLICE,Haute
le datacenter a fondu,INFRA,Haute
je saigne,MÉDICAL,Moyenne
il y a du feu chez moi,POMPIER,Haute
mon écran ne répond plus,MATÉRIEL,Basse
ma femme a très mal au ventre vite,MÉDICAL,Moyenne
il y a un gars qui m'a tirer dessus,POLICE,Haute
ma souris ne répond plus,MATÉRIEL,Basse
ma femme a cassé mon bras aidez-moi,MÉDICAL,Moyenne
un gars a un fusil aidez-moi,POLICE,Haute
mon ami a cassé mon bras vite,MÉDICAL,Moyenne
le réseau a une latence énorme,INFRA,Haute
une maison à exploser,POMPIER,Haute
un fou essaie de me tuer je suis en danger,POLICE,Haute
quelqu'un a très mal au coeur ma vie est en danger,MÉDICAL,Haute
la forêt menace de s'écrouler!,POMPIER,Moyenne
mon ex tire sur la foule ma vie est en danger,POLICE,Haute
mon collègue a perdu ma jambe je suis en danger,MÉDICAL,Haute
un entrepot menace de s'écrouler.,POMPIER,Moyenne
le parking fuit du gaz!,POMPIER,Haute
un batiment brûle je suis en danger,POMPIER,Haute
un batiment est en feu!,POMPIER,Haute
quelqu'un braque la banque aidez-moi,POLICE,Haute
mon fils a le nez cassé,MÉDICAL,Moyenne
une central nucléaire vient d'exploser,POMPIER,Haute
ma femme a très mal au dos!,MÉDICAL,Moyenne
mon authentification tourne en boucle,ACCÈS,Moyenne
une centrale nucléaire a été soufflé par une explosion aidez-moi,POMPIER,Haute
j'ai le nez cassé je suis en danger,MÉDICAL,Moyenne
un tueur rode autour de la maison.,POLICE,Moyenne
le parking est en train de s'écrouler!,POMPIER,Moyenne
quelqu'un a très mal au ventre,MÉDICAL,Moyenne
ma session me refuse l'accès,ACCÈS,Moyenne
le routeur est tombé,INFRA,Haute
mon mot de passe est bloqué,ACCÈS,Moyenne
un tueur me suit dans la rue!,POLICE,Moyenne
mon fils a perdu ma jambe,MÉDICAL,Haute
une usine menace de s'écrouler!,POMPIER,Moyenne
mon authentification ne marche plus,ACCÈS,Moyenne
un voleur a un couteau aidez-moi,POLICE,Haute
quelqu'un a perdu un oeil.,MÉDICAL,Haute
mon compte ne marche plus,ACCÈS,Moyenne
quelqu'un a perdu ma jambe ma vie est en danger,MÉDICAL,Haute
le vidéoprojecteur a un faux contact,MATÉRIEL,Basse
un inconnu me menace avec une arme!,POLICE,Haute
le wifi est tombé,INFRA,Haute
un immeuble brûle.,POMPIER,Haute
un inconnu me frappe au visage je suis en danger,POLICE,Haute
j'ai avalé du poison je suis en danger,MÉDICAL,Haute
mon collègue a le bras arraché aidez-moi,MÉDICAL,Haute
le routeur est très lent,INFRA,Haute
une usine s'est effondré je suis en danger,POMPIER,Haute
le réseau est tombé,INFRA,Haute
un batiment vient de tomber,POMPIER,Haute
un tueur est entré par effraction,POLICE,Moyenne
mon compte me refuse l'accès,ACCÈS,Moyenne
je me suis fais tirer dessus,POLICE,Haute
mon casque est mort,MATÉRIEL,Basse
mon ex me frappe au visage,POLICE,Haute
un inconnu tire sur la foule,POLICE,Haute
ma vie est en danger,POLICE,Haute
la fibre ne répond plus,INFRA,Haute
le serveur ne répond plus,INFRA,Haute
un immeuble brûle aidez-moi,POMPIER,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
je cassé mon bras.,MÉDICAL,Moyenne
je très mal au ventre.,MÉDICAL,Moyenne
un individu est entré par effraction vite,POLICE,Moyenne
un homme a un couteau vite,POLICE,Haute
mon téléphone ne répond plus,MATÉRIEL,Basse
un pont fuit du gaz!,POMPIER,Haute
un gars essaie de rentrer de force,POLICE,Moyenne
un individu tire sur la foule aidez-moi,POLICE,Haute
j'ai perdu ma jambe,MÉDICAL,Haute
un gars a un fusil!,POLICE,Haute
j'ai cassé mon bras aidez-moi,MÉDICAL,Moyenne
un tueur rode autour de la maison aidez-moi,POLICE,Moyenne
je saigne du doigt,MÉDICAL,Basse
j'ai le crâne ouvert vite,MÉDICAL,Haute
un individu a sorti une arme je suis en danger,POLICE,Haute
mon clavier a un faux contact,MATÉRIEL,Basse
un inconnu a un couteau je suis en danger,POLICE,Haute
quelqu'un a fait un malaise aidez-moi,MÉDICAL,Haute
je le nez cassé ma vie est en danger,MÉDICAL,Moyenne
ma souris clignote sans arrêt,MATÉRIEL,Basse
une centrale nucléaire a pris feu.,POMPIER,Haute
je le nez cassé je suis en danger,MÉDICAL,Moyenne
un tueur essaie de rentrer de force.,POLICE,Moyenne
une voiture fuit du gaz vite,POMPIER,Haute
mon accès n'est pas reconnu,ACCÈS,Moyenne
un gars essaie de rentrer de force je suis en danger,POLICE,Moyenne
la fibre est très lent,INFRA,Haute
mon téléphone ne s'allume pas,MATÉRIEL,Basse
le wifi a fondu,INFRA,Haute
j'ai cassé mon bras ma vie est en danger,MÉDICAL,Moyenne
un gars rode autour de la maison ma vie est en danger,POLICE,Moyenne
une central nucléaire vient d'exploser,POMPIER,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
une maison brûle.,POMPIER,Haute
le toit fuit du gaz,POMPIER,Haute
le routeur est tombé,INFRA,Haute
