texte,domaine,statut_friction,question_bot,impact_cible,urgence_cible
Plus d'accès internet à l'agence,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Mon enfant se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon père cambriole avec une machette,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Ma mère ai un bleu la cheville,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la cheville), mais à quelle adresse êtes-vous ?",1,1
Une explosion,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Je m'a agressé à l'école primaire,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Mon père me suis pincé à Rennes,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon mari me suis pincé au 5 rue de la paix,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Ma femme ai une douleur aiguë le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un passant ai très mal le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Je tousse un peu au 3ème étage du bâtiment B,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Un passant ai une fracture ouverte le cou à l'école primaire,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Ma femme ai une petite coupure au lac,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon enfant ai une crise d'épilepsie la poitrine,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la poitrine. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Je me suis écorché au 10 rue de la République,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon mari ai une crise d'épilepsie le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un ami fait une overdose,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un ami ai une crise d'épilepsie la poitrine au centre commercial,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un ami tousse un peu le genou,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le genou), mais à quelle adresse êtes-vous ?",1,1
Mon père poursuit avec une barre de fer à Rennes,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Un accident de voiture,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Il y a un incendie,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon mari m'a agressé au croisement de la rue jean jaurès,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Le serveur est en panne au bureau 302,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Je tousse un peu l'orteil,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (l'orteil), mais à quelle adresse êtes-vous ?",1,1
Mon mari ne respire plus,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un crash,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Je frappe au croisement de la rue jean jaurès,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Ma mère se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon fils ai fait une chute grave la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un passant ai gonflé la colonne au 3ème étage du bâtiment B,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon mari est inconscient à l'école primaire,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ma mère frappe avec une machette au centre commercial,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Mon mari me suis écorché le genou,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le genou), mais à quelle adresse êtes-vous ?",1,1
Mon fils ai très mal la poitrine à Paris,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un ami est inconscient sur l'autoroute A81,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ma mère ai une fracture ouverte la tête au croisement de la rue jean jaurès,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Une fuite de gaz,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Un ami se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon mari m'a volé avec un pistolet dans le métro ligne 4,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Mon mari tousse un peu à l'école primaire,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Une explosion à Paris,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Plus d'accès internet,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon fils s'étouffe,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma femme m'a volé avec une batte,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Un ami cambriole avec un couteau à Paris,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Un accident de voiture dans le métro ligne 4,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Mon fils ai gonflé le cou,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le cou. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un ami ai fait une chute grave le cou,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le cou. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un collègue tousse un peu au croisement de la rue jean jaurès,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon père ai une ampoule la cheville au 5 rue de la paix,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Ransomware détecté erreur 500 au siège,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Il y a un incendie devant la gare,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Une fuite de gaz à la mairie,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Ma femme frappe avec une machette,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Mon mari ai une fracture ouverte à Paris,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Une fuite de gaz,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma femme me suis cassé la tête,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la tête. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un collègue ai une petite coupure chez moi au 12 avenue foch,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Plus d'accès internet erreur 500 au bureau 302,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Je tousse un peu la cheville,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la cheville), mais à quelle adresse êtes-vous ?",1,1
Un toit s'est effondré au lac,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Ma femme s'étouffe au croisement de la rue jean jaurès,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un ami poursuit avec un pistolet,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Un accident de voiture,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Plus d'accès internet au bureau 302,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Une fuite de gaz,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon père tousse un peu le doigt au 3ème étage du bâtiment B,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon fils ai gonflé le ventre à l'école primaire,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un accident de voiture,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Un collègue ai un bleu au 5 rue de la paix,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Ma mère ai une crise d'épilepsie sur l'autoroute A81,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ma femme menace avec avec une machette,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Un ami me suis cassé la tête,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la tête. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Ransomware détecté,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Je se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un ami ne respire plus,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma femme ne respire plus chez moi au 12 avenue foch,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Mon fils ai un rhume au 5 rue de la paix,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon père ai une crise d'épilepsie au 3ème étage du bâtiment B,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Base de données plantée,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon père ai un rhume le genou,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le genou), mais à quelle adresse êtes-vous ?",1,1
Ma mère ai une ampoule la cheville,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la cheville), mais à quelle adresse êtes-vous ?",1,1
Un toit s'est effondré dans la forêt,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Ma mère ai un bleu la cheville au croisement de la rue jean jaurès,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Ma femme ai une douleur aiguë le cou au lac,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon enfant me suis cassé le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Base de données plantée,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon mari fait un arrêt cardiaque au 10 rue de la République,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un crash,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Un collègue menace avec avec un couteau,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Ransomware détecté accès refusé au datacenter,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Mon père me suis pincé sur l'autoroute A81,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon enfant ai gonflé la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Je ai très mal le crâne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le crâne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Ransomware détecté,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Une explosion dans la forêt,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Mon fils ne respire plus,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon enfant poursuit avec une barre de fer,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Le serveur est en panne accès refusé au siège,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Mon enfant fait une overdose,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma femme m'a agressé avec une batte dans la forêt,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Un collègue poursuit avec une batte,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Je ai gonflé la colonne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la colonne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un collègue m'a agressé avec un pistolet,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Mon mari est inconscient,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon mari me suis écorché le doigt,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le doigt), mais à quelle adresse êtes-vous ?",1,1
Un passant ai une crise d'épilepsie la colonne à l'école primaire,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Je fait un choc anaphylactique à la mairie,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ma mère ai une ampoule le doigt,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le doigt), mais à quelle adresse êtes-vous ?",1,1
Un toit s'est effondré sur le parking du supermarché,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Un passant ai une crise d'épilepsie le cou,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le cou. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Plus d'accès internet,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma mère me suis écorché au croisement de la rue jean jaurès,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Mon père m'a volé avec un couteau,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Mon père s'étouffe,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un passant fait une overdose,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma mère ai une petite coupure le doigt à la mairie,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon enfant est inconscient,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma femme me suis cassé le crâne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le crâne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un ami tousse un peu le genou devant la gare,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon père fait un choc anaphylactique,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
