texte,label,priorite
"Feu de structure dans un immeuble d'habitation - zone industrielle, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - zone industrielle, Paris",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Marseille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lyon",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - zone industrielle, Paris",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - secteur centre, Lyon",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Bordeaux",POMPIER,BASSE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - secteur centre, Lyon",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Paris",POMPIER,HAUTE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - zone industrielle, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Lille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - avenue de la République, Marseille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - zone industrielle, Bordeaux",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Lille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Bordeaux",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lyon",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - secteur centre, Paris",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - secteur centre, Lyon",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - avenue de la République, Paris",POMPIER,MOYENNE
"Différend familial violent avec menaces - avenue de la République, Paris",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Lyon",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Paris",POMPIER,BASSE
"Cambriolage en cours signalé par un voisin - avenue de la République, Lille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Bordeaux",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Paris",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Paris",POLICE,BASSE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Accident de la route avec personne incarcérée - avenue de la République, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - secteur centre, Bordeaux",POMPIER,BASSE
"Manifestation non déclarée avec dégradations - rue de la Paix, Marseille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - zone industrielle, Lille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - rue de la Paix, Bordeaux",POLICE,BASSE
"Inondation de sous-sol après orage violent - secteur centre, Bordeaux",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lyon",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Bordeaux",POLICE,BASSE
"Manifestation non déclarée avec dégradations - secteur centre, Lille",POLICE,MOYENNE
"Différend familial violent avec menaces - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - zone industrielle, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Paris",POLICE,BASSE
"Vol à l'arraché dans le centre ville - rue de la Paix, Paris",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - avenue de la République, Marseille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Bordeaux",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Lille",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Paris",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Lille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Bordeaux",POMPIER,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - avenue de la République, Lyon",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lyon",POLICE,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Marseille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - avenue de la République, Paris",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Lyon",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - avenue de la République, Marseille",POLICE,BASSE
"Accident de la route avec personne incarcérée - zone industrielle, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Paris",POLICE,BASSE
"Différend familial violent avec menaces - zone industrielle, Lille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Lyon",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Marseille",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Bordeaux",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Paris",POLICE,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - zone industrielle, Paris",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Bordeaux",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - zone industrielle, Paris",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Bordeaux",POLICE,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - avenue de la République, Lyon",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Bordeaux",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - secteur centre, Lille",POLICE,HAUTE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Paris",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Marseille",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Marseille",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - secteur centre, Bordeaux",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - avenue de la République, Bordeaux",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Lille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lille",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Lille",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Lyon",POMPIER,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Marseille",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Paris",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - secteur centre, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lyon",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Bordeaux",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Bordeaux",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Marseille",POMPIER,BASSE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Paris",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Paris",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Lyon",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - avenue de la République, Bordeaux",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Différend familial violent avec menaces - rue de la Paix, Lille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Lyon",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lille",POLICE,HAUTE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lille",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lille",POMPIER,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Paris",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Bordeaux",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - zone industrielle, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Tapage nocturne persistant et cris - avenue de la République, Bordeaux",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - zone industrielle, Marseille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - avenue de la République, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Paris",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Marseille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Lille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Bordeaux",POMPIER,BASSE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Lyon",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Paris",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Marseille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - avenue de la République, Marseille",POLICE,HAUTE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Lille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Bordeaux",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - secteur centre, Marseille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Lyon",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - zone industrielle, Marseille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lyon",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Lille",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lyon",POMPIER,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Tapage nocturne persistant et cris - zone industrielle, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Marseille",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Lyon",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Bordeaux",POMPIER,HAUTE
