ticket_fr,domaine_cible
"Je me suis coupé le doigt il y a environ 10 heures. Il avait l'air profondément nettoyé et habillé, maintenant vous pouvez à peine dire que je l'ai coupé. Est-il possible de guérir cela rapidement ?",MÉDICAL
L'Adderall (dextroamphétamine et amphétamine racémique) provoque-t-il des démangeaisons dans les yeux ?,MÉDICAL
L'Adderall (dextroamphétamine et amphétamine racémique) provoque-t-il des démangeaisons dans les yeux ?,MÉDICAL
Est-ce que quelqu'un a un cancer du sang ?,MÉDICAL
Est-ce que quelqu'un a un cancer du sang ?,MÉDICAL
L'utilisation chronique de laxatifs entraîne-t-elle un déséquilibre bactérien dans l'intestin ?,MÉDICAL
L'utilisation chronique de laxatifs entraîne-t-elle un déséquilibre bactérien dans l'intestin ?,MÉDICAL
Les personnes souffrant de troubles cognitifs à la suite d’une tumeur cérébrale retrouvent-elles leurs facultés ?,MÉDICAL
Les personnes souffrant de troubles cognitifs à la suite d’une tumeur cérébrale retrouvent-elles leurs facultés ?,MÉDICAL
Pensez-vous qu'il y aura un jour un remède contre l'herpès ? Ou est-ce que les gens essaient déjà de trouver un remède ? Pensez-vous qu'il y a une chance de trouver un remède ?,MÉDICAL
Pensez-vous qu'il y aura un jour un remède contre l'herpès ? Ou est-ce que les gens essaient déjà de trouver un remède ? Pensez-vous qu'il y a une chance de trouver un remède ?,MÉDICAL
Effets de la consommation d'alcool sur la graisse corporelle ?,MÉDICAL
Effets de la consommation d'alcool sur la graisse corporelle ?,MÉDICAL
"Yeux secs ces derniers jours. Un œil est devenu légèrement rouge avec du mucus clair, le lendemain, le mucus était jaune avec une irritation oculaire. Du mucus dans la gorge ?",MÉDICAL
"Yeux secs ces derniers jours. Un œil est devenu légèrement rouge avec du mucus clair, le lendemain, le mucus était jaune avec une irritation oculaire. Du mucus dans la gorge ?",MÉDICAL
"Symptômes pseudo-grippaux depuis environ 3 semaines. Désormais, les symptômes ont disparu. J'ai des quintes de toux depuis maintenant 1 semaine, la poitrine me fait vraiment mal. Ce qu'il faut faire?",MÉDICAL
"Symptômes pseudo-grippaux depuis environ 3 semaines. Désormais, les symptômes ont disparu. J'ai des quintes de toux depuis maintenant 1 semaine, la poitrine me fait vraiment mal. Ce qu'il faut faire?",MÉDICAL
"Pour les personnes souffrant d’arthrite, est-il douloureux de faire éclater les jointures, comme celles des mains ?",MÉDICAL
"Pour les personnes souffrant d’arthrite, est-il douloureux de faire éclater les jointures, comme celles des mains ?",MÉDICAL
"Pour la 1ère fois, beaucoup de liquide clair, incolore et inodore a jailli du vagin 2 jours après un rapport sexuel avec mon partenaire de 2 ans. J'ai eu mes règles une semaine plus tard",MÉDICAL
"Pour la 1ère fois, beaucoup de liquide clair, incolore et inodore a jailli du vagin 2 jours après un rapport sexuel avec mon partenaire de 2 ans. J'ai eu mes règles une semaine plus tard",MÉDICAL
"J'ai eu des selles jaunes pendant presque 4 mois sans autres symptômes, elles sont devenues vert foncé il y a 3 jours, pas de suppléments de fer. Dois-je m'inquiéter ?",MÉDICAL
"J'ai eu des selles jaunes pendant presque 4 mois sans autres symptômes, elles sont devenues vert foncé il y a 3 jours, pas de suppléments de fer. Dois-je m'inquiéter ?",MÉDICAL
"J'ai assez de liquide dans les pieds et les jambes, je prends déjà des pilules pour l'eau... J'ai du mal à dormir et j'ai du mal à marcher... Dois-je aller aux urgences ?",MÉDICAL
"J'ai assez de liquide dans les pieds et les jambes, je prends déjà des pilules pour l'eau... J'ai du mal à dormir et j'ai du mal à marcher... Dois-je aller aux urgences ?",MÉDICAL
"Bonjour les docteurs, l'athérectomie est-elle meilleure que la procédure de stent ?",MÉDICAL
"Bonjour les docteurs, l'athérectomie est-elle meilleure que la procédure de stent ?",MÉDICAL
"Bonjour. J'ai des pertes de sang et un peu de douleur dans le bas du ventre et dans le dos. Quand j'essuie après avoir fait pipi, je peux le voir et parfois son mucus ressemble à...",MÉDICAL
"Bonjour. J'ai des pertes de sang et un peu de douleur dans le bas du ventre et dans le dos. Quand j'essuie après avoir fait pipi, je peux le voir et parfois son mucus ressemble à...",MÉDICAL
Il a touché ma vulve et mon clitoris avec ses doigts et je ne sais pas s'il a eu une éjaculation ou non. C'était le 9 ème jour d'une période régulière de 28 jours. Chance?,MÉDICAL
Il a touché ma vulve et mon clitoris avec ses doigts et je ne sais pas s'il a eu une éjaculation ou non. C'était le 9 ème jour d'une période régulière de 28 jours. Chance?,MÉDICAL
Salut. J'ai mal à l'oreille droite. Cela a peut-être commencé jeudi et ça continue de faire mal.?,MÉDICAL
Salut. J'ai mal à l'oreille droite. Cela a peut-être commencé jeudi et ça continue de faire mal.?,MÉDICAL
En quoi les cartilages des bébés et des adultes sont-ils différents ?,MÉDICAL
En quoi les cartilages des bébés et des adultes sont-ils différents ?,MÉDICAL
Comment puis-je gérer l’anxiété sans médicaments ?,MÉDICAL
Comment puis-je gérer l’anxiété sans médicaments ?,MÉDICAL
Comment soigner une brûlure au troisième degré ?,MÉDICAL
Comment soigner une brûlure au troisième degré ?,MÉDICAL
Comment puis-je aider un ami déprimé ?,MÉDICAL
Comment puis-je aider un ami déprimé ?,MÉDICAL
"Comment puis-je améliorer ma posture ? J'ai au moins 4 pouces d'inclinaison de la tête vers l'avant à partir des épaules arrondies. Se rappeler simplement de se tenir droit, non.",MÉDICAL
"Comment puis-je améliorer ma posture ? J'ai au moins 4 pouces d'inclinaison de la tête vers l'avant à partir des épaules arrondies. Se rappeler simplement de se tenir droit, non.",MÉDICAL
Comment puis-je éviter que mes mains ne soient gercées et sèches ?,MÉDICAL
Comment puis-je éviter que mes mains ne soient gercées et sèches ?,MÉDICAL
"Comment faire la différence entre les hémorroïdes et le cancer du côlon ? Même si les symptômes sont très similaires, quelles sont les principales différences ?",MÉDICAL
"Comment faire la différence entre les hémorroïdes et le cancer du côlon ? Même si les symptômes sont très similaires, quelles sont les principales différences ?",MÉDICAL
Comment se fait-il que tant de médecins ne croient pas que la fatigue surrénale soit un véritable problème ?,MÉDICAL
Comment se fait-il que tant de médecins ne croient pas que la fatigue surrénale soit un véritable problème ?,MÉDICAL
"Comment calculer le nombre de jours que durent mes règles ? Il coule pendant environ 6 jours, mais le 7ème jour, il descend un peu comme des taches. S'il te plaît",MÉDICAL
"Comment calculer le nombre de jours que durent mes règles ? Il coule pendant environ 6 jours, mais le 7ème jour, il descend un peu comme des taches. S'il te plaît",MÉDICAL
"Comment puis-je empêcher mon bouton de fièvre de peler ?   Lorsqu’un bouton de fièvre pèle, est-il censé saigner ?",MÉDICAL
"Comment puis-je empêcher mon bouton de fièvre de peler ?   Lorsqu’un bouton de fièvre pèle, est-il censé saigner ?",MÉDICAL
Comment connaître la différence entre diverticulite et colite ?,MÉDICAL
Comment connaître la différence entre diverticulite et colite ?,MÉDICAL
Comment savoir si l’on souffre de dépression respiratoire ? Extrêmement fatiguant,MÉDICAL
Comment savoir si l’on souffre de dépression respiratoire ? Extrêmement fatiguant,MÉDICAL
Combien d'heures faut-il pour avoir une intoxication alimentaire avec de la glace ? (glace au chocolat),MÉDICAL
Combien d'heures faut-il pour avoir une intoxication alimentaire avec de la glace ? (glace au chocolat),MÉDICAL
Combien de mg. De potassium ai-je besoin quotidiennement d’un régime alimentaire régulier pour être en bonne santé ?,MÉDICAL
Combien de mg. De potassium ai-je besoin quotidiennement d’un régime alimentaire régulier pour être en bonne santé ?,MÉDICAL
"Quelle quantité d’eau un enfant de 60 livres de 10 ans doit-il consommer quotidiennement ? On nous a dit au moins 64 onces, mais cela semble trop pour qu'elle boive. Elle a des eds avec des pots",MÉDICAL
"Quelle quantité d’eau un enfant de 60 livres de 10 ans doit-il consommer quotidiennement ? On nous a dit au moins 64 onces, mais cela semble trop pour qu'elle boive. Elle a des eds avec des pots",MÉDICAL
Comment traiter les douleurs importantes des disques bombés de 1 à 5 ?,MÉDICAL
Comment traiter les douleurs importantes des disques bombés de 1 à 5 ?,MÉDICAL
Comment les médecins me recommanderaient-ils de traiter les maux de tête ou les migraines douloureuses ?,MÉDICAL
Comment les médecins me recommanderaient-ils de traiter les maux de tête ou les migraines douloureuses ?,MÉDICAL
Je ne peux pas voir dans le noir aussi bien que les autres ? Ai-je besoin de carottes ou de vitamine A ?,MÉDICAL
Je ne peux pas voir dans le noir aussi bien que les autres ? Ai-je besoin de carottes ou de vitamine A ?,MÉDICAL
Je n'ai pas eu mes règles pendant 2 mois au début de cette année. J'ai consulté un OBGyne qui est un ami de mon frère. Je l'ai également consultée car j'avais des pertes brunes et j'étais alarmée. Elle a dit que je pourrais avoir le SOPK. Elle m'a conseillé de prendre du Provera 10 mg,MÉDICAL
Je n'ai pas eu mes règles pendant 2 mois au début de cette année. J'ai consulté un OBGyne qui est un ami de mon frère. Je l'ai également consultée car j'avais des pertes brunes et j'étais alarmée. Elle a dit que je pourrais avoir le SOPK. Elle m'a conseillé de prendre du Provera 10 mg,MÉDICAL
Je mange quotidiennement du curry de légumes (différents types) à chaque repas. Est-ce que cela compte dans mes 5 par jour et est-ce une façon saine de manger des légumes ?,MÉDICAL
Je mange quotidiennement du curry de légumes (différents types) à chaque repas. Est-ce que cela compte dans mes 5 par jour et est-ce une façon saine de manger des légumes ?,MÉDICAL
"Si 5 mois. Le vieux bébé a le SARM (la maladie de peau qui provoque les furoncles). Le médecin lui a donné des médicaments, mais avec quel savon la laver ?  Elle a également de l'ézéma sur la peau.",MÉDICAL
"Si 5 mois. Le vieux bébé a le SARM (la maladie de peau qui provoque les furoncles). Le médecin lui a donné des médicaments, mais avec quel savon la laver ?  Elle a également de l'ézéma sur la peau.",MÉDICAL
"Si j'ai un cycle de 33 jours et que je commence le chlomid les jours 5 à 9, quand dois-je avoir des rapports sexuels ?",MÉDICAL
"Si j'ai un cycle de 33 jours et que je commence le chlomid les jours 5 à 9, quand dois-je avoir des rapports sexuels ?",MÉDICAL
"Si j’ai des relations sexuelles la veille de l’ovulation, quand pourrais-je concevoir ?",MÉDICAL
"Si j’ai des relations sexuelles la veille de l’ovulation, quand pourrais-je concevoir ?",MÉDICAL
"On m'a retiré des parties de mon côlon. Je vais bien, mais j'ai la diarrhée tous les jours et je n'arrive pas à trouver un régime alimentaire qui me convient ! que puis-je faire ?",MÉDICAL
"On m'a retiré des parties de mon côlon. Je vais bien, mais j'ai la diarrhée tous les jours et je n'arrive pas à trouver un régime alimentaire qui me convient ! que puis-je faire ?",MÉDICAL
"J'avais de l'eau dans l'oreille, alors j'ai utilisé des gouttes auriculaires pour les oreilles des nageurs. Maintenant, je n'entends plus et les gouttes sont coincées dans mon oreille.",MÉDICAL
"J'avais de l'eau dans l'oreille, alors j'ai utilisé des gouttes auriculaires pour les oreilles des nageurs. Maintenant, je n'entends plus et les gouttes sont coincées dans mon oreille.",MÉDICAL
"J'ai une grippe avec une toux sèche et le matin c'est du phlem. Quel sirop contre la toux conviendrait ? Des douleurs également et probablement une infection urinaire, alors faites-le vérifier.",MÉDICAL
"J'ai une grippe avec une toux sèche et le matin c'est du phlem. Quel sirop contre la toux conviendrait ? Des douleurs également et probablement une infection urinaire, alors faites-le vérifier.",MÉDICAL
"J'ai mal à la tête, des vertiges et une vision floue et je viens d'avoir un accrochage, dois-je m'inquiéter et de quoi est-ce le signe ?",MÉDICAL
"J'ai mal à la tête, des vertiges et une vision floue et je viens d'avoir un accrochage, dois-je m'inquiéter et de quoi est-ce le signe ?",MÉDICAL
"J'ai un terrible mal de tête, que dois-je faire ?",MÉDICAL
"J'ai un terrible mal de tête, que dois-je faire ?",MÉDICAL
J'ai de l'asthme.  Je prends du proventil (albutérol) mais j'ai toujours du mal à respirer. Que puis-je faire pour cela ?,MÉDICAL
J'ai de l'asthme.  Je prends du proventil (albutérol) mais j'ai toujours du mal à respirer. Que puis-je faire pour cela ?,MÉDICAL
J'ai des étourdissements depuis un moment. Un scanner de la tête et une IRM avec contraste du cerveau détecteraient-ils des blocages dans les artères ?,MÉDICAL
J'ai des étourdissements depuis un moment. Un scanner de la tête et une IRM avec contraste du cerveau détecteraient-ils des blocages dans les artères ?,MÉDICAL
J'ai eu de fortes crampes d'estomac avec quelques diarrhées ces derniers jours. Est-ce un ulcère ou une grippe ?,MÉDICAL
J'ai eu de fortes crampes d'estomac avec quelques diarrhées ces derniers jours. Est-ce un ulcère ou une grippe ?,MÉDICAL
Je viens de subir une excision en anse du col. Que dois-je attendre du rapport histologique ?,MÉDICAL
Je viens de subir une excision en anse du col. Que dois-je attendre du rapport histologique ?,MÉDICAL
"Je viens de me gaver de chocolat, mais ne devrais-je pas manger le reste de la journée pour contrôler mon apport calorique ?",MÉDICAL
"Je viens de me gaver de chocolat, mais ne devrais-je pas manger le reste de la journée pour contrôler mon apport calorique ?",MÉDICAL
"Je suis une adolescente qui n'est pas sexuellement active et récemment, j'ai commencé à ressentir des douleurs en faisant pipi juste après avoir éjaculé. Cela se produit juste au moment où je commence à faire pipi, puis après cette douleur initiale, je peux faire pipi normalement ?",MÉDICAL
"Je suis une adolescente qui n'est pas sexuellement active et récemment, j'ai commencé à ressentir des douleurs en faisant pipi juste après avoir éjaculé. Cela se produit juste au moment où je commence à faire pipi, puis après cette douleur initiale, je peux faire pipi normalement ?",MÉDICAL
J'ai souvent la gorge raclée depuis que j'utilise un générateur d'air à l'ozone... Mon gourou appelle cela une réaction de guérison... Qu'en pensez-vous ?,MÉDICAL
